fighter_name,Height,Weight,Reach,Stance,DOB,fighter_name
2707,"5' 6""",125 lbs.,"65""",Orthodox,"May 07, 1999",Luis Rodriguez
2708,"5' 8""",135 lbs.,"69""",Orthodox,"Jun 16, 1996",Drako Rodriguez
2709,"6' 2""",205 lbs.,,Orthodox,"Jul 06, 1987",Nick Roehrick
2710,"6' 1""",253 lbs.,"75""",Orthodox,"Jun 25, 1985",Marcos Rogerio de Lima
2711,"6' 5""",265 lbs.,"81""",Orthodox,"Feb 17, 1981",Brett Rogers
2712,"5' 11""",185 lbs.,,,"Feb 15, 1984",Brian Rogers
2713,"6' 0""",145 lbs.,,,,Pete Rogers Jr.
2714,"6' 1""",155 lbs.,"71""",Orthodox,"Sep 27, 1994",Max Rohskopf
2715,"5' 10""",155 lbs.,"72""",Orthodox,"Jul 14, 1979",Shane Roller
2716,"5' 9""",170 lbs.,,Orthodox,"Jan 26, 1977",Jared Rollins
2717,"6' 1""",170 lbs.,,,"Jun 08, 1985",Tim Roman
2718,"6' 2""",262 lbs.,"75""",Southpaw,"Dec 11, 1990",Alexandr Romanov
2719,"6' 0""",205 lbs.,"76""",Orthodox,"Apr 15, 1978",Ricardo Romero
2720,"6' 0""",185 lbs.,"73""",Southpaw,"Apr 30, 1977",Yoel Romero
2721,"5' 11""",155 lbs.,"70""",Orthodox,"Feb 25, 1997",Anthony Romero
2722,"5' 6""",125 lbs.,"69""",Orthodox,"Jun 03, 1986",Mara Romero Borella
2723,"5' 10""",170 lbs.,"70""",Southpaw,"Dec 24, 1985",Jesse Ronson
2724,"6' 1""",135 lbs.,"72""",Orthodox,"Nov 10, 1981",George Roop
2725,"5' 6""",155 lbs.,,Orthodox,"Jul 22, 1971",Joao Roque
2726,"6' 4""",205 lbs.,"77""",Orthodox,"May 28, 1983",Aaron Rosa
2727,"5' 9""",145 lbs.,"69""",Switch,"Aug 24, 1986",Charles Rosa
2728,"5' 5""",135 lbs.,"67""",Orthodox,"Dec 30, 1994",Karol Rosa
2729,"5' 11""",155 lbs.,,Orthodox,"Jul 28, 1995",Jacob Rosales
2730,"5' 3""",115 lbs.,"63""",Orthodox,"Nov 11, 1992",Hilarie Rose
2731,"6' 1""",185 lbs.,,Orthodox,"Feb 09, 1982",Jake Rosholt
2732,"6' 2""",265 lbs.,"75""",Orthodox,"Aug 04, 1986",Jared Rosholt
2733,"6' 4""",275 lbs.,,Orthodox,,Kevin Rosier
2734,,243 lbs.,,,,Zach Rosol
2735,"6' 5""",205 lbs.,,,"Nov 18, 1981",Nick Rossborough
2736,"6' 0""",205 lbs.,,Open Stance,"Jan 31, 1972",Kristian Rothaermel
2737,"6' 4""",265 lbs.,"78""",Orthodox,"Oct 17, 1981",Ben Rothwell
2738,"6' 0""",207 lbs.,,Southpaw,,Rick Roufus
2739,"6' 1""",205 lbs.,"76""",Southpaw,"Feb 26, 1990",Khalil Rountree Jr.
2740,"5' 7""",135 lbs.,"66""",Orthodox,"Feb 01, 1987",Ronda Rousey
2741,"5' 8""",185 lbs.,,Orthodox,,Ray Routh
2742,"5' 8""",145 lbs.,,,,Roberta Rovel
2743,"6' 3""",170 lbs.,"80""",Orthodox,"Jul 18, 1990",Philip Rowe
2744,,185 lbs.,,,,Kain Royer
2745,,135 lbs.,,,,Brad Royster
2746,"5' 9""",125 lbs.,"68""",Southpaw,"Aug 16, 1992",Brandon Royval
2747,"6' 4""",242 lbs.,"78""",Orthodox,"Mar 17, 1988",Jairzinho Rozenstruik
2748,"6' 1""",205 lbs.,"76""",Orthodox,"Nov 25, 1981",Mauricio Rua
2749,"5' 11""",185 lbs.,,Orthodox,"May 22, 1980",Murilo Rua
2750,"6' 1""",210 lbs.,,Orthodox,"Jan 23, 1961",Marco Ruas
2751,"5' 10""",185 lbs.,,Orthodox,"Oct 06, 1977",Rodrigo Ruas
2752,"5' 5""",145 lbs.,,Orthodox,"Jan 29, 1987",Rodolfo Rubio Perez
2753,"5' 10""",155 lbs.,,Orthodox,"Aug 29, 1977",Gabe Ruediger
2754,"5' 7""",155 lbs.,,Orthodox,"Jun 10, 1967",Eddie Ruiz
2755,"6' 2""",205 lbs.,,Orthodox,"Nov 03, 1977",Anthony Ruiz
2756,"5' 6""",135 lbs.,,,"Jun 23, 1987",Paul Ruiz
2757,"6' 1""",255 lbs.,"73""",Orthodox,"Sep 11, 1976",Mike Russow
2758,"6' 1""",205 lbs.,,Orthodox,"Feb 24, 1965",Bas Rutten
2759,,185 lbs.,,,,Casey Ryan
2760,"5' 6""",135 lbs.,,,"Mar 31, 1985",Yusup Saadulaev
2761,,135 lbs.,,,,Pete Sabala
2762,"5' 10""",170 lbs.,"75""",Orthodox,"Aug 27, 1980",Amir Sadollah
2763,"5' 6""",135 lbs.,"66""",Orthodox,"Aug 12, 1980",Frankie Saenz
2764,"6' 1""",205 lbs.,"78""",Orthodox,"Oct 14, 1986",Saparbeg Safarov
2765,"5' 10""",170 lbs.,"70""",Switch,"Sep 06, 1986",Tarec Saffiedine
2766,"5' 11""",155 lbs.,"71""",Orthodox,"Nov 23, 1985",Jason Saggo
2767,"6' 3""",205 lbs.,"80""",Southpaw,"Apr 08, 1983",Ovince Saint Preux
2768,"5' 8""",155 lbs.,"71""",Orthodox,"Nov 27, 1990",Lukasz Sajewski
2769,"5' 9""",185 lbs.,,Orthodox,"Jul 26, 1973",Yukio Sakaguchi
2770,"6' 3""",265 lbs.,"77""",Orthodox,"May 09, 1991",Augusto Sakai
2771,"6' 0""",185 lbs.,"72""",Orthodox,"Sep 02, 1981",Alessio Sakara
2772,"5' 9""",195 lbs.,,Southpaw,"Mar 11, 1973",Wataru Sakata
2773,"6' 0""",205 lbs.,"73""",Orthodox,"Oct 19, 1983",Gokhan Saki
2774,"6' 0""",185 lbs.,,Southpaw,"Jul 14, 1969",Kazushi Sakuraba
2775,"5' 7""",168 lbs.,,Orthodox,"Aug 24, 1975",Hayato Sakurai
2776,"5' 7""",183 lbs.,,Orthodox,,Ryuta Sakurai
2777,"5' 8""",155 lbs.,"70""",Southpaw,"Mar 13, 1982",Justin Salas
2778,"6' 0""",185 lbs.,,Orthodox,"Jan 11, 1971",Ivan Salaverry
2779,"5' 7""",135 lbs.,,Orthodox,"Feb 21, 1988",Roman Salazar
2780,"5' 10""",170 lbs.,,,,John Salgado
2781,"5' 11""",170 lbs.,"70""",Orthodox,"Jun 09, 1984",Muslim Salikhov
2782,"6' 1""",245 lbs.,,,"Nov 20, 1984",Gabriel Salinas-Jones
2783,"5' 10""",170 lbs.,,,"Jan 28, 1986",Brandon Saling
2784,"5' 10""",185 lbs.,,Southpaw,"Sep 11, 1977",Sean Salmon
2785,"5' 9""",135 lbs.,"69""",Southpaw,"Nov 20, 1990",Boston Salmon
2786,"6' 1""",185 lbs.,"74""",Southpaw,"Mar 21, 1985",John Salter
2787,"6' 3""",185 lbs.,"79""",Orthodox,"Mar 14, 1988",Josh Samman
2788,"5' 8""",170 lbs.,,Orthodox,"Sep 11, 1975",Johnny Sampaio
2789,"5' 4""",125 lbs.,"64""",Orthodox,"Jul 24, 1984",Josh Sampo
2790,"5' 10""",135 lbs.,,,,Josh San Diego
2791,"5' 10""",170 lbs.,"72""",Southpaw,"Dec 31, 1981",Diego Sanchez
2792,"6' 2""",230 lbs.,"74""",Orthodox,"Nov 04, 1982",Eddie Sanchez
2793,"6' 3""",300 lbs.,,Orthodox,,Julian Sanchez
2794,"5' 7""",155 lbs.,,Orthodox,,Bobby Sanchez
2795,"5' 10""",145 lbs.,,,"Aug 18, 1984",Donald Sanchez
2796,"5' 6""",135 lbs.,"68""",Orthodox,"Jun 24, 1991",Joby Sanchez
2797,"5' 9""",145 lbs.,"71""",,"Aug 11, 1990",Emmanuel Sanchez
2798,"5' 10""",145 lbs.,,,"Oct 04, 1990",Erick Sanchez
2799,"6' 1""",185 lbs.,"74""",Orthodox,"Apr 08, 1988",Andrew Sanchez
2800,"5' 6""",125 lbs.,"66""",Orthodox,"Mar 05, 1986",Robert Sanchez
2801,"6' 0""",170 lbs.,,Orthodox,,Jesse Sanders
2802,"5' 6""",135 lbs.,"67""",Southpaw,"Dec 12, 1985",Luke Sanders
2803,"5' 8""",135 lbs.,"72""",Orthodox,"Oct 01, 1979",Jerrod Sanders
2804,"5' 11""",135 lbs.,"70""",Switch,"Apr 20, 1992",Cory Sandhagen
2805,,135 lbs.,,,,Hugo Sandoval
2806,,130 lbs.,,,,Raul Sandoval
2807,"5' 7""",135 lbs.,,Southpaw,"May 11, 1986",Joseph Sandoval
2808,"5' 2""",125 lbs.,"64""",Orthodox,"Jul 19, 1986",Hector Sandoval
2809,"5' 11""",185 lbs.,,Orthodox,"Mar 12, 1968",Chris Sanford
2810,"5' 4""",125 lbs.,,Orthodox,"Dec 04, 1990",Roldan Sangcha'an
2811,"5' 11""",243 lbs.,,Orthodox,"Feb 02, 1965",Yuhi Sano
2812,"5' 9""",125 lbs.,,,,Jonathan Santa Maria
2813,"5' 7""",145 lbs.,"73""",Orthodox,"Jan 10, 1996",Duda Santana
2814,"5' 5""",125 lbs.,,,"Oct 25, 1984",Sean Santella
2815,"6' 1""",170 lbs.,"75""",Orthodox,"Oct 09, 1980",Jorge Santiago
2816,"5' 10""",145 lbs.,"69""",Orthodox,"Jul 28, 1989",Mike Santiago
2817,"5' 7""",185 lbs.,,Orthodox,"Feb 08, 1983",Will Santiago
2818,"5' 7""",135 lbs.,"67""",Southpaw,"Oct 10, 1992",Richie Santiago
2819,,155 lbs.,,,"Jan 18, 1980",Jose Santibanez
2820,"6' 2""",185 lbs.,,,"Oct 26, 1972",Art Santore
2821,,,,,,Adriano Santos
2822,,,,,,Paulo Santos
2823,"5' 10""",170 lbs.,"76""",Orthodox,"Dec 12, 1977",Evangelista Santos
2824,"6' 1""",170 lbs.,,Southpaw,,Luis Santos
2825,"5' 5""",125 lbs.,"67""",Orthodox,"Sep 25, 1980",Iliarde Santos
2826,"6' 0""",155 lbs.,"75""",Orthodox,"Feb 05, 1980",Leonardo Santos
2827,"6' 2""",205 lbs.,"76""",Orthodox,"Jan 07, 1984",Thiago Santos
2828,"5' 9""",185 lbs.,,Orthodox,"Jul 17, 1987",Bruno Santos
2829,"6' 0""",170 lbs.,,,,Andre Santos
2830,"5' 9""",145 lbs.,,,"Aug 20, 1988",Gleristone Santos
2831,"5' 6""",125 lbs.,"68""",Orthodox,"Jun 22, 1993",Taila Santos
2832,"5' 4""",125 lbs.,,Orthodox,"Dec 12, 1992",Marilia Santos
2833,"5' 9""",190 lbs.,,,,Nick Sanzo
2834,"6' 5""",350 lbs.,,Orthodox,"Sep 22, 1974",Bob Sapp
2835,"5' 9""",185 lbs.,"73""",Orthodox,"Aug 21, 1982",Daniel Sarafian
2836,"5' 6""",155 lbs.,,Orthodox,"Apr 23, 1982",Diego Saraiva
2837,"5' 9""",155 lbs.,,Orthodox,"Sep 09, 1983",Harris Sarmiento
2838,"5' 11""",155 lbs.,,,"Jan 17, 1989",Alexander Sarnavskiy
2839,"6' 2""",185 lbs.,,Orthodox,"Sep 12, 1976",Yuki Sasaki
2840,"5' 7""",183 lbs.,,Southpaw,,Kyosuke Sasaki
2841,"5' 10""",125 lbs.,"71""",Southpaw,"Oct 07, 1989",Yuta Sasaki
2842,"6' 0""",155 lbs.,"73""",Orthodox,"Aug 04, 1988",Paul Sass
2843,"6' 1""",220 lbs.,,Orthodox,"Aug 17, 1965",Masaaki Satake
2844,"5' 10""",170 lbs.,,Southpaw,"Jun 08, 1985",Takenori Sato
2845,"5' 10""",170 lbs.,"73""",Southpaw,"Jun 09, 1990",Takashi Sato
2846,"5' 6""",135 lbs.,,,"Mar 05, 1991",Jeimeson Saudino
2847,"6' 1""",263 lbs.,,,"Nov 11, 1970",Tom Sauer
2848,"5' 5""",170 lbs.,,Orthodox,,Townsend Saunders
2849,"6' 2""",170 lbs.,"77""",Orthodox,"Apr 13, 1983",Ben Saunders
2850,"5' 10""",170 lbs.,,Orthodox,,Chad W. Saunders
2851,"5' 8""",155 lbs.,,,"Mar 11, 1986",Chris Saunders
2852,"6' 0""",185 lbs.,,,"Jun 30, 1978",Lumumba Sayers
2853,"5' 7""",145 lbs.,"68""",Orthodox,"Feb 21, 1994",Matt Sayles
2854,"6' 5""",265 lbs.,,,"Apr 23, 1981",Brandon Sayles
2855,"5' 9""",170 lbs.,,Orthodox,,Mark Scanlon
2856,"6' 3""",185 lbs.,"76""",Orthodox,"Sep 20, 1977",Eric Schafer
2857,"6' 2""",265 lbs.,,Orthodox,"Aug 09, 1971",Kerry Schall
2858,"5' 11""",185 lbs.,,Orthodox,"Apr 22, 1978",Eric Schambari
2859,"6' 4""",245 lbs.,"78""",Orthodox,"Mar 18, 1983",Brendan Schaub
2860,"6' 2""",205 lbs.,,,"Apr 11, 1992",Matheus Scheffel
2861,"5' 9""",205 lbs.,,Orthodox,"Jun 01, 1974",Antonio Schembri
2862,"6' 3""",257 lbs.,,Orthodox,"Jun 30, 1972",Fabiano Scherner
2863,"5' 8""",155 lbs.,,Orthodox,"Dec 24, 1975",Samy Schiavo
2864,"5' 8""",145 lbs.,,Orthodox,"Aug 28, 1988",Pat Schilling
2865,"6' 3""",185 lbs.,,,,Joe Schilling
2866,"6' 10""",265 lbs.,,Orthodox,"Oct 27, 1973",Semmy Schilt
2867,"5' 8""",155 lbs.,,,"May 19, 1983",Adam Schindler
2868,,185 lbs.,,,,Daniel Schmitt
2869,,135 lbs.,,,,Colleen Schneider
2870,"5' 8""",125 lbs.,"70""",Orthodox,"Jan 15, 1990",Matt Schnell
2871,"6' 3""",185 lbs.,,Orthodox,"May 05, 1976",Alex Schoenauer
2872,"6' 2""",220 lbs.,,Orthodox,"Jul 18, 1985",Darrill Schoonover
2873,"6' 0""",240 lbs.,,Orthodox,,Bob Schrijber
2874,"6' 1""",230 lbs.,,,,Nate Schroeder
2875,"5' 3""",125 lbs.,,,,Lacey Schuckman
2876,"5' 9""",200 lbs.,,Orthodox,,Mark Schultz
2877,"6' 3""",170 lbs.,,Orthodox,,Brian Schwartz
2878,,205 lbs.,,,,Eric Schwartz
2879,"5' 7""",125 lbs.,"66""",Southpaw,"May 02, 1992",Justin Scoggins
2880,"6' 1""",170 lbs.,"76""",Orthodox,"Jun 24, 1989",Brad Scott
2881,"5' 9""",145 lbs.,,,,Greg Scott
2882,"6' 4""",185 lbs.,,Orthodox,,Mike Seal
2883,"6' 0""",170 lbs.,,,"Sep 26, 1986",Matt Secor
2884,"6' 0""",185 lbs.,,Orthodox,,Kenneth Seegrist
2885,"5' 4""",125 lbs.,"64""",Orthodox,"Aug 30, 1979",Neil Seery
2886,"5' 9""",225 lbs.,,Orthodox,,Rony Sefo
2887,"6' 0""",240 lbs.,,Orthodox,"Feb 15, 1971",Ray Sefo
2888,"6' 0""",185 lbs.,,,"Jul 03, 1976",Brendan Seguin
2889,"6' 0""",170 lbs.,"75""",Southpaw,"Feb 12, 1992",Stefan Sekulic
2890,"5' 11""",170 lbs.,"75""",Orthodox,"Aug 05, 1982",Pete Sell
2891,"6' 1""",170 lbs.,,,"Nov 23, 1992",Matthew Semelsberger
2892,"6' 0""",185 lbs.,,Orthodox,"Jun 17, 1977",Andrei Semenov
2893,"5' 9""",145 lbs.,"72""",Orthodox,"Nov 03, 1980",Mackens Semerzier
2894,"5' 11""",205 lbs.,,,"May 21, 1981",Brandon Sene
2895,"5' 6""",145 lbs.,,Orthodox,,Kim In Seok
2896,"6' 3""",246 lbs.,,,,Ray Seraille
2897,"6' 0""",205 lbs.,,Orthodox,,Ivan Serati
2898,"6' 2""",170 lbs.,"74""",Orthodox,"May 24, 1980",Alex Serdyukov
2899,,170 lbs.,,,,Nicholas Sergiacomi
2900,"5' 6""",170 lbs.,"68""",Orthodox,"Jun 02, 1974",Matt Serra
2901,"5' 9""",170 lbs.,,Orthodox,"Mar 27, 1978",Nick Serra
2902,"5' 8""",170 lbs.,,,"Dec 23, 1963",Adrian Serrano
2903,"5' 3""",125 lbs.,"65""",Orthodox,"Sep 22, 1979",Fredy Serrano
2904,"6' 1""",255 lbs.,,Orthodox,,Carl Seumanutafa
2905,"6' 2""",250 lbs.,,Southpaw,"Jun 08, 1958",Dan Severn
2906,"5' 3""",135 lbs.,,Orthodox,"Jul 16, 1977",Rosi Sexton
2907,"5' 7""",145 lbs.,,Orthodox,,Scott Shaffer
2908,"6' 2""",185 lbs.,"74""",Orthodox,"Nov 20, 1997",Edmen Shahbazyan
2909,"6' 4""",170 lbs.,"74""",Orthodox,"Nov 18, 1995",Leon Shahbazyan
2910,"5' 8""",155 lbs.,"68""",Orthodox,"Aug 27, 1972",Kamal Shalorus
2911,"6' 1""",205 lbs.,"72""",Orthodox,"Feb 11, 1964",Ken Shamrock
2912,"5' 10""",185 lbs.,,Orthodox,"Dec 08, 1972",Frank Shamrock
2913,,205 lbs.,,,,Jason Sharp
2914,"5' 6""",125 lbs.,"68""",Orthodox,"Feb 02, 1991",Eric Shelton
2915,"5' 6""",155 lbs.,"67""",Orthodox,"Aug 05, 1973",Sean Sherk
2916,"6' 4""",250 lbs.,"78""",Orthodox,"Nov 16, 1989",Chase Sherman
2917,"5' 5""",125 lbs.,"66""",Southpaw,"Mar 07, 1988",Valentina Shevchenko
2918,"5' 8""",125 lbs.,"67""",Southpaw,"Nov 20, 1984",Antonina Shevchenko
2919,"6' 0""",168 lbs.,,Orthodox,"Nov 17, 1979",Katsuyori Shibata
2920,"6' 0""",170 lbs.,"72""",Orthodox,"Jan 09, 1979",Jake Shields
2921,"5' 11""",185 lbs.,"72""",Orthodox,"Jun 22, 1989",Henrique Shiguemoto
2922,"5' 5""",135 lbs.,,Orthodox,"Jan 31, 1985",Shunichi Shimizu
2923,"6' 3""",245 lbs.,,Orthodox,"Feb 09, 1975",Wade Shipp
2924,"5' 6""",145 lbs.,,,"Oct 07, 1986",Raja Shippen
2925,"5' 8""",168 lbs.,,Orthodox,"Apr 02, 1980",Yuya Shirai
2926,"6' 8""",,,,,Wes Shivers
2927,"5' 11""",185 lbs.,,,"May 20, 1984",Alexander Shlemenko
2928,"6' 1""",155 lbs.,,Orthodox,"Nov 15, 1989",Josh Shockley
2929,"6' 4""",235 lbs.,,Southpaw,"Dec 29, 1980",Josh Shockman
2930,"5' 8""",195 lbs.,,Orthodox,"Jan 31, 1974",Akira Shoji
2931,"5' 8""",135 lbs.,"71""",Orthodox,"Feb 06, 1995",Jack Shore
2932,"6' 0""",185 lbs.,,,"Jun 14, 1976",Landon Showalter
2933,"6' 0""",205 lbs.,"74""",Orthodox,"Jun 09, 1988",Ivan Shtyrkov
2934,"5' 7""",155 lbs.,,Orthodox,"Feb 01, 1976",Brandon Shuey
2935,"5' 8""",145 lbs.,"67""",Orthodox,"Feb 01, 1986",Sam Sicilia
2936,"5' 11""",230 lbs.,,,"Aug 17, 1988",Kiril Sidelnikov
2937,"5' 11""",145 lbs.,"70""",Orthodox,"Feb 15, 1987",Steven Siler
2938,"6' 1""",290 lbs.,,Orthodox,"Oct 08, 1970",Siala Siliga
2939,"5' 5""",125 lbs.,,,"Jun 06, 1994",Xavier Siller
2940,"5' 10""",241 lbs.,,Orthodox,"Jun 18, 1974",Assuerio Silva
2941,"6' 2""",185 lbs.,"77""",Southpaw,"Apr 14, 1975",Anderson Silva
2942,"5' 11""",205 lbs.,"74""",Orthodox,"Jul 03, 1976",Wanderlei Silva
2943,"6' 2""",205 lbs.,"74""",Orthodox,"Nov 12, 1982",Thiago Silva
2944,"7' 5""",385 lbs.,,Orthodox,"Jul 21, 1963",Paulo Cesar Silva
2945,"5' 6""",160 lbs.,,Orthodox,"Oct 08, 1977",Jean Silva
2946,,205 lbs.,,Orthodox,,Edson Silva
2947,"6' 3""",170 lbs.,,Southpaw,"Feb 27, 1972",Sidney Silva
2948,"6' 2""",185 lbs.,,Southpaw,,Jay Silva
2949,"6' 4""",264 lbs.,"82""",Orthodox,"Sep 14, 1979",Antonio Silva
2950,"5' 11""",205 lbs.,,Orthodox,"Mar 31, 1982",Fabio Silva
2951,"6' 0""",170 lbs.,"74""",Orthodox,"Jun 21, 1984",Erick Silva
2952,"5' 9""",155 lbs.,"72""",Orthodox,"Nov 11, 1985",Leandro Silva
2953,"5' 11""",170 lbs.,"71""",Southpaw,"Sep 06, 1982",Claudio Silva
2954,"6' 0""",170 lbs.,,Orthodox,"Feb 07, 1987",Wagner Silva
2955,"5' 7""",135 lbs.,,,"Mar 20, 1985",Rafael Silva
2956,"5' 8""",155 lbs.,"69""",Southpaw,"Feb 05, 1989",Joaquim Silva
2957,"6' 0""",155 lbs.,"77""",Orthodox,"May 08, 1984",Felipe Silva
2958,"5' 7""",135 lbs.,,Orthodox,"Aug 27, 1990",Dayana Silva
2959,"6' 0""",185 lbs.,,,"Jul 13, 1989",Bruno Silva
2960,"5' 6""",135 lbs.,"71""",Orthodox,"Aug 26, 1994",Gabriel Silva
2961,"5' 5""",125 lbs.,"67""",Orthodox,"Feb 23, 1988",Jacob Silva
2962,"5' 7""",145 lbs.,"68""",Orthodox,"Jun 22, 1985",Douglas Silva de Andrade
2963,"6' 2""",185 lbs.,,Orthodox,"Apr 23, 1992",Leonardo Silva de Oliveira
2964,"6' 3""",242 lbs.,,Orthodox,,Marcus Silveira
2965,"5' 11""",155 lbs.,"73""",Orthodox,"Sep 22, 1986",Elias Silverio
2966,"5' 6""",135 lbs.,"69""",Orthodox,"Aug 31, 1992",Ricky Simon
2967,"6' 0""",170 lbs.,"73""",Orthodox,"Jul 20, 1974",Aaron Simpson
2968,"6' 10""",260 lbs.,,Orthodox,"Aug 04, 1979",Wes Sims
2969,,170 lbs.,,,,Marlon Sims
2970,"5' 11""",155 lbs.,"70""",Southpaw,"Oct 14, 1985",Tony Sims
2971,"6' 5""",260 lbs.,"77""",Southpaw,"Sep 04, 1988",Everett Sims
2972,"5' 9""",185 lbs.,,Orthodox,"May 07, 1973",Lodune Sincaid
2973,"5' 8""",155 lbs.,,,"Feb 20, 1980",Rob Sinclair
2974,"6' 2""",185 lbs.,"77""",Orthodox,"May 28, 1976",Rory Singer
2975,"6' 3""",205 lbs.,"77""",Orthodox,"Feb 13, 1971",Elvis Sinosic
2976,"6' 2""",245 lbs.,,Orthodox,"Apr 09, 1996",Mitchell Sipe
2977,"5' 7""",135 lbs.,,,,AJ Siscoe
2978,"5' 7""",143 lbs.,,,"Dec 25, 1974",Yokthai Sithoar
2979,"5' 5""",125 lbs.,,,,Jeri Sitzes
2980,"5' 6""",145 lbs.,"70""",Orthodox,"Jan 13, 1979",Dennis Siver
2981,"5' 11""",145 lbs.,"72""",Orthodox,"May 11, 1985",Chas Skelly
2982,"6' 3""",265 lbs.,,Orthodox,"Jan 23, 1967",Matt Skelton
2983,"5' 6""",145 lbs.,,Orthodox,,Zach Skinner
2984,"5' 8""",185 lbs.,,,,Brian Sleeman
2985,"6' 0""",199 lbs.,,Orthodox,"Oct 17, 1977",Joe Slick
2986,"6' 1""",205 lbs.,,,"Jul 14, 1985",Ray Sloan
2987,"5' 10""",200 lbs.,,Orthodox,,Kestutis Smirnovas
2988,"6' 2""",221 lbs.,,Orthodox,"Dec 13, 1961",Maurice Smith
2989,"6' 2""",225 lbs.,,Orthodox,"Aug 28, 1963",Patrick Smith
2990,"6' 0""",185 lbs.,"70""",Orthodox,"May 21, 1979",Scott Smith
2991,,,,Southpaw,,Eric Smith
2992,"6' 0""",155 lbs.,,Orthodox,"Jul 02, 1982",Josh Smith
2993,,155 lbs.,,,,David Smith
2994,,,,,,Adam Smith
2995,"6' 0""",170 lbs.,,,,Dillon Smith
2996,"6' 3""",185 lbs.,"75""",Orthodox,"Jan 05, 1981",Trevor Smith
2997,"6' 4""",205 lbs.,"76""",Orthodox,"Jul 26, 1988",Anthony Smith
2998,"6' 0""",155 lbs.,"71""",Orthodox,"Aug 14, 1987",Colton Smith
2999,"5' 9""",185 lbs.,,Southpaw,"Oct 19, 1981",Gilbert Smith
3000,"5' 9""",135 lbs.,"66""",Orthodox,"Aug 17, 1982",Leslie Smith
3001,"5' 9""",155 lbs.,"76""",Orthodox,"Jul 30, 1993",Devonte Smith
3002,"5' 11""",135 lbs.,"67""",Orthodox,"Apr 05, 1989",Cole Smith
3003,"5' 6""",125 lbs.,"69""",Switch,"Apr 09, 1995",Nate Smith
3004,"5' 8""",135 lbs.,,,,Walter Smith-Cotito
3005,,145 lbs.,,,,Justin Smitley
3006,"6' 2""",253 lbs.,"74""",Switch,"Aug 05, 1982",Dmitrii Smoliakov
3007,"5' 9""",135 lbs.,"68""",Orthodox,"Jul 16, 1991",Louis Smolka
3008,"5' 9""",155 lbs.,"68""",Orthodox,"Aug 17, 1991",Richie Smullen
3009,"5' 10""",170 lbs.,"72""",Switch,"Jul 21, 1995",Devin Smyth
3010,"6' 3""",216 lbs.,,Orthodox,,Denis Sobolev
3011,"6' 0""",170 lbs.,"75""",Southpaw,"Jan 11, 1987",Peter Sobotta
3012,"6' 1""",205 lbs.,"75""",Orthodox,"Sep 07, 1975",Renato Sobral
3013,"5' 10""",205 lbs.,"78""",Orthodox,"Apr 18, 1984",Rameau Thierry Sokoudjou
3014,"5' 9""",155 lbs.,"70""",Orthodox,"Aug 27, 1993",Joe Solecki
3015,"5' 11""",155 lbs.,,,,Chris Solomon
3016,"5' 4""",236 lbs.,,Orthodox,"Nov 22, 1970",Joe Son
3017,,185 lbs.,,,,Paul Song
3018,"6' 0""",170 lbs.,"71""",Orthodox,"Mar 10, 1990",Kenan Song
3019,"6' 1""",205 lbs.,"73""",Southpaw,"Apr 03, 1977",Chael Sonnen
3020,"5' 9""",205 lbs.,,,,Cody Sons
3021,"5' 6""",135 lbs.,"69""",Orthodox,"Apr 01, 1993",Jin Soo Son
3022,"6' 2""",205 lbs.,,Orthodox,"Feb 15, 1991",Emiliano Sordi
3023,"5' 9""",145 lbs.,,Orthodox,"Oct 06, 1989",Sean Soriano
3024,"5' 11""",185 lbs.,"72""",Southpaw,"Nov 22, 1992",Punahele Soriano
3025,"6' 3""",240 lbs.,"77""",Orthodox,"Jul 06, 1989",Dmitry Sosnovskiy
3026,"6' 0""",265 lbs.,"72""",Southpaw,"Dec 10, 1989",Ben Sosoli
3027,"6' 1""",205 lbs.,"77""",Open Stance,"Aug 02, 1977",Krzysztof Soszynski
3028,"5' 10""",155 lbs.,"71""",Orthodox,"Jul 09, 1977",George Sotiropoulos
3029,"5' 11""",170 lbs.,"73""",Orthodox,"Jun 03, 1986",Greg Soto
3030,"5' 8""",135 lbs.,,Southpaw,"Feb 15, 1984",Alex Soto
3031,"5' 6""",135 lbs.,"65""",Orthodox,"Mar 22, 1987",Joe Soto
3032,"6' 0""",145 lbs.,,,,Mario Soto
3033,"5' 9""",135 lbs.,"70""",Orthodox,"Oct 23, 1988",Andre Soukhamthath
3034,"6' 2""",205 lbs.,,Orthodox,"Dec 16, 1969",Bobby Southworth
3035,"6' 1""",185 lbs.,"72""",Orthodox,"Dec 07, 1979",Jacare Souza
3036,"6' 0""",145 lbs.,"74""",Orthodox,"Oct 17, 1984",Edimilson Souza
3037,"5' 3""",115 lbs.,"63""",Orthodox,"Mar 11, 1991",Livinha Souza
3038,"5' 10""",185 lbs.,,,"Oct 20, 1996",Mario Souza
3039,"5' 9""",155 lbs.,,,"Mar 11, 1988",Charon Spain
3040,"6' 2""",170 lbs.,,Orthodox,"Nov 26, 1987",Chris Spang
3041,"6' 1""",185 lbs.,,,"Nov 07, 1978",Andreas Spang
3042,"6' 5""",205 lbs.,"79""",Orthodox,"Aug 24, 1991",Ryan Spann
3043,"6' 5""",265 lbs.,,,,Ron Sparks
3044,"5' 10""",170 lbs.,"71""",Orthodox,"Aug 20, 1984",Tommy Speer
